beta-Stigmastanol	Isopropylbenzene Qualifier	Isoborneol Qualifier	N,N-diethyl-meta-toluamide (DEET)	Cholesterol Qualifier	Naphthalene Qualifier	Diethyhexylphthalate Qualifier	Prometon Qualifier	Bromacil Qualifier	Isophorone	Diazinon	Tributyl phosphate (TBP) Qualifier	Isoquinoline	Isoquinoline Qualifier	Tris (2-chloro-ethyl) phosphate (TCEP)	Nonylphenol mono_ethoxylate (NP1EO) Qualifier	Site code	Tris (2-chloro-ethyl) phosphate (TCEP) Qualifier	Region	para-Nonylphenol	Octylphenol diethoxylate (OP2EO)	4-Cumylphenol	Cholesterol	Diazinon Qualifier	Anthra_quinone	Benzophenone	Isoborneol	Diethylphthalate	4-n-Octylphenol	Tris (2-butoxy-ethyl) phosphate (TBEP) Qualifier	N,N-diethyl-meta-toluamide (DEET) Qualifier	Anthracene	Octylphenol mono_ethoxylate (OP1EO) Qualifier	2,6-Dimethylnaphthalene Qualifier	Menthol	Bisphenol A	4-tert-Octylphenol	Octylphenol mono_ethoxylate (OP1EO)	para-Cresol	1-Methylnaphthalene	Sample time	Octylphenol diethoxylate (OP2EO) Qualifier	Atrazine	Prometon	Benzophenone Qualifier	para-Cresol Qualifier	2,6-Dimethylnaphthalene	2-Methylnaphthalene Qualifier	Carbazole Qualifier	Metolachlor	Triclosan	Naphthalene	Pyrene	d-Limonene Qualifier	Fluoranthene Qualifier	Isopropylbenzene	Nonylphenol mono_ethoxylate (NP1EO)	Map location number	Acetophenone Qualifier	Benzo[a]pyrene	3-tert-butyl-4-hydroxyanisole Qualifier	4-n-Octylphenol Qualifier	Diethyhexylphthalate	d-Limonene	4-tert-Octylphenol Qualifier	Triclosan Qualifier	Galaxolide (HHCB)	Indole	Menthol Qualifier	Tonalide (AHTN)	Carbazole	Fluoranthene	1,4- Dichlorobenzene Qualifier	Nonylphenol diethoxylate (NP2EO) Qualifier	Anthra_quinone Qualifier	Phenol	Bisphenol A Qualifier	para-Nonylphenol Qualifier	Nonylphenol diethoxylate (NP2EO)	Phenol Qualifier	Tris (dichloro-isopropyl) phosphate (TDCP)	Tonalide (AHTN) Qualifier	beta-Sitosterol	beta-Sitosterol Qualifier	Camphor Qualifier	Diethylphthalate Qualifier	3-methyl-1h-Indole Qualifier	Acetophenone	Bromacil	3-methyl-1h-Indole	Tetrabromodiphenyl ether Qualifier	Triphenyl phosphate (TPP)	1-Methylnaphthalene Qualifier	Benzo[a]pyrene Qualifier	Isophorone Qualifier	2-Methylnaphthalene	Tributyl phosphate (TBP)	Phenanthrene Qualifier	Pyrene Qualifier	Tris (dichloro-isopropyl) phosphate (TDCP) Qualifier	Chlorpyrifos	Metolachlor Qualifier	Galaxolide (HHCB) Qualifier	4-Cumylphenol Qualifier	Chlorpyrifos Qualifier	3-beta-Coprostanol Qualifier	Indole Qualifier	Tris (2-butoxy-ethyl) phosphate (TBEP)	3-beta-Coprostanol	Phenanthrene	beta-Stigmastanol Qualifier	Sample date	Tetrabromodiphenyl ether	Camphor	Anthracene Qualifier	Triphenyl phosphate (TPP) Qualifier	1,4- Dichlorobenzene	3-tert-butyl-4-hydroxyanisole	Atrazine Qualifier
314.0	Less than minimum reporting limit	Less than minimum reporting limit	130.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	0.0	67.0	Less than minimum reporting limit	130.0	Less than minimum reporting limit	130.0	Less than minimum reporting limit	BBI/SJ4	Less than minimum reporting limit	Great Bay	1000.0	67.0	67.0	1200.0	Less than minimum reporting limit	10.9	67.0	67.0	130.0	67.0	Less than minimum reporting limit	Less than minimum reporting limit	0.0	Less than minimum reporting limit	Detected but not quantified	67.0	67.0	67.0	330.0	41.6	67.0	1200	Less than minimum reporting limit	130.0	67.0	Less than minimum reporting limit		0.0	Less than minimum reporting limit	Less than minimum reporting limit	67.0	67.0	67.0	11.1	Less than minimum reporting limit		130.0	670.0	11	Less than minimum reporting limit	0.0	Less than minimum reporting limit	Less than minimum reporting limit	330.0	67.0	Less than minimum reporting limit	Less than minimum reporting limit	67.0	25.0	Less than minimum reporting limit	67.0	67.0	12.5	Less than minimum reporting limit	Less than minimum reporting limit		85.0	Less than minimum reporting limit	Less than minimum reporting limit	1300.0	Less than minimum reporting limit	130.0	Less than minimum reporting limit	823.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit	Detected but not quantified	200.0	670.0	0.0	Less than minimum reporting limit	67.0	Less than minimum reporting limit	Detected but not quantified	Detected but not quantified	67.0	67.0	Less than minimum reporting limit		Less than minimum reporting limit	67.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit		200.0	670.0	67.0	Estimated value	8/2/13	67.0	67.0	Detected but not quantified	Less than minimum reporting limit	67.0	200.0	Less than minimum reporting limit
688.0	Less than minimum reporting limit	Less than minimum reporting limit	11.6	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	56.0	56.0	Less than minimum reporting limit	110.0	Less than minimum reporting limit	110.0	Less than minimum reporting limit	BBJ/SJ3	Less than minimum reporting limit	Great Bay	840.0	56.0	56.0	1100.0	Less than minimum reporting limit	15.0	56.0	56.0	110.0	56.0	Less than minimum reporting limit	Estimated value	0.0	Less than minimum reporting limit		56.0	56.0	56.0	280.0	101.0	56.0	1300	Less than minimum reporting limit	110.0	56.0	Less than minimum reporting limit		24.7	Less than minimum reporting limit	Less than minimum reporting limit	56.0	56.0	56.0	19.7	Less than minimum reporting limit		110.0	560.0	12	Less than minimum reporting limit	11.9	Less than minimum reporting limit	Less than minimum reporting limit	280.0	56.0	Less than minimum reporting limit	Less than minimum reporting limit	56.0	34.8	Less than minimum reporting limit	56.0	56.0	21.7	Detected but not quantified	Less than minimum reporting limit		120.0	Less than minimum reporting limit	Less than minimum reporting limit	1100.0	Less than minimum reporting limit	110.0	Less than minimum reporting limit	610.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Detected but not quantified	170.0	560.0	0.0	Less than minimum reporting limit	56.0	Less than minimum reporting limit		Less than minimum reporting limit	56.0	56.0	Less than minimum reporting limit		Less than minimum reporting limit	56.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit		170.0	560.0	56.0	Estimated value	8/12/13	56.0	56.0	Detected but not quantified	Less than minimum reporting limit	0.0	170.0	Less than minimum reporting limit
590.0	Less than minimum reporting limit	Less than minimum reporting limit	0.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	0.0	59.0	Less than minimum reporting limit	120.0	Less than minimum reporting limit	120.0	Less than minimum reporting limit	BBK/SJ5	Less than minimum reporting limit	Great Bay	890.0	59.0	59.0	300.0	Less than minimum reporting limit	0.0	59.0	59.0	120.0	59.0	Less than minimum reporting limit	Detected but not quantified	59.0	Less than minimum reporting limit	Less than minimum reporting limit	59.0	59.0	59.0	300.0	300.0	59.0	1400	Less than minimum reporting limit	120.0	59.0	Less than minimum reporting limit	Less than minimum reporting limit	59.0	Less than minimum reporting limit	Less than minimum reporting limit	59.0	59.0	59.0	59.0	Less than minimum reporting limit	Less than minimum reporting limit	120.0	590.0	13	Less than minimum reporting limit	59.0	Less than minimum reporting limit	Less than minimum reporting limit	300.0	59.0	Less than minimum reporting limit	Less than minimum reporting limit	59.0	19.8	Less than minimum reporting limit	59.0	59.0	59.0	Less than minimum reporting limit	Less than minimum reporting limit	Detected but not quantified	59.0	Less than minimum reporting limit	Less than minimum reporting limit	1200.0	Less than minimum reporting limit	120.0	Less than minimum reporting limit	590.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Detected but not quantified	180.0	590.0	0.0	Less than minimum reporting limit	59.0	Less than minimum reporting limit	Less than minimum reporting limit	Detected but not quantified	59.0	59.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	59.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit		180.0	590.0	59.0	Less than minimum reporting limit	8/12/13	59.0	59.0	Less than minimum reporting limit	Less than minimum reporting limit	59.0	180.0	Less than minimum reporting limit
480.0	Less than minimum reporting limit	Less than minimum reporting limit	96.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	0.0	48.0	Less than minimum reporting limit	96.0	Less than minimum reporting limit	0.0	Less than minimum reporting limit	NOAA9	Detected but not quantified	Great Bay	720.0	48.0	48.0	526.0	Less than minimum reporting limit	0.0	48.0	48.0	96.0	48.0	Less than minimum reporting limit	Less than minimum reporting limit	0.0	Less than minimum reporting limit		48.0	48.0	48.0	240.0	29.7	48.0	1015	Less than minimum reporting limit	96.0	48.0	Less than minimum reporting limit		15.4	Less than minimum reporting limit	Less than minimum reporting limit	48.0	48.0	48.0	18.5	Less than minimum reporting limit		96.0	480.0	14	Less than minimum reporting limit	0.0	Less than minimum reporting limit	Less than minimum reporting limit	240.0	48.0	Less than minimum reporting limit	Less than minimum reporting limit	48.0	58.7	Less than minimum reporting limit	48.0	48.0	19.3	Less than minimum reporting limit	Less than minimum reporting limit	Detected but not quantified	95.0	Less than minimum reporting limit	Less than minimum reporting limit	960.0	Less than minimum reporting limit	96.0	Less than minimum reporting limit	371.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit	Detected but not quantified	140.0	480.0	0.0	Less than minimum reporting limit	48.0	Less than minimum reporting limit	Detected but not quantified	Detected but not quantified	48.0	48.0			Less than minimum reporting limit	48.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit		140.0	480.0	11.0	Less than minimum reporting limit	9/13/13	48.0	48.0	Detected but not quantified	Less than minimum reporting limit	48.0	140.0	Less than minimum reporting limit
410.0	Less than minimum reporting limit	Less than minimum reporting limit	82.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	41.0	41.0	Less than minimum reporting limit	82.0	Less than minimum reporting limit	82.0	Less than minimum reporting limit	BB01	Less than minimum reporting limit	Barnegat Bay	620.0	41.0	41.0	210.0	Less than minimum reporting limit	0.0	41.0	41.0	82.0	41.0	Less than minimum reporting limit	Less than minimum reporting limit	0.0	Less than minimum reporting limit	Less than minimum reporting limit	41.0	41.0	41.0	210.0	210.0	41.0	1230	Less than minimum reporting limit	82.0	41.0	Less than minimum reporting limit	Less than minimum reporting limit	41.0	Less than minimum reporting limit	Less than minimum reporting limit	41.0	41.0	41.0	13.5	Less than minimum reporting limit		82.0	410.0	16	Less than minimum reporting limit	14.7	Less than minimum reporting limit	Less than minimum reporting limit	210.0	41.0	Less than minimum reporting limit	Less than minimum reporting limit	41.0	0.0	Less than minimum reporting limit	41.0	41.0	14.1	Less than minimum reporting limit	Less than minimum reporting limit	Detected but not quantified	41.0	Less than minimum reporting limit	Less than minimum reporting limit	820.0	Less than minimum reporting limit	82.0	Less than minimum reporting limit	410.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	120.0	410.0	41.0	Less than minimum reporting limit	41.0	Less than minimum reporting limit		Less than minimum reporting limit	41.0	41.0	Less than minimum reporting limit		Less than minimum reporting limit	41.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Detected but not quantified	120.0	410.0	41.0	Less than minimum reporting limit	7/26/13	41.0	41.0	Detected but not quantified	Less than minimum reporting limit	41.0	120.0	Less than minimum reporting limit
730.0	Less than minimum reporting limit	Less than minimum reporting limit	150.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	0.0	73.0	Less than minimum reporting limit	150.0	Less than minimum reporting limit	150.0	Less than minimum reporting limit	BB02	Less than minimum reporting limit	Barnegat Bay	1100.0	73.0	73.0	772.0	Less than minimum reporting limit	19.8	73.0	73.0	150.0	73.0	Less than minimum reporting limit	Less than minimum reporting limit	0.0	Less than minimum reporting limit	Detected but not quantified	73.0	73.0	73.0	360.0	47.2	73.0	1530	Less than minimum reporting limit	150.0	73.0	Less than minimum reporting limit		0.0	Less than minimum reporting limit	Less than minimum reporting limit	73.0	73.0	73.0	22.9	Less than minimum reporting limit		150.0	730.0	17	Less than minimum reporting limit	12.2	Less than minimum reporting limit	Less than minimum reporting limit	360.0	73.0	Less than minimum reporting limit	Less than minimum reporting limit	73.0	83.9	Less than minimum reporting limit	73.0	73.0	26.9	Detected but not quantified	Less than minimum reporting limit		180.0	Less than minimum reporting limit	Less than minimum reporting limit	1500.0	Less than minimum reporting limit	150.0	Less than minimum reporting limit	958.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit	Detected but not quantified	220.0	730.0	0.0	Less than minimum reporting limit	73.0	Less than minimum reporting limit		Detected but not quantified	73.0	73.0	Less than minimum reporting limit		Less than minimum reporting limit	73.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit		220.0	730.0	73.0	Less than minimum reporting limit	7/31/13	73.0	73.0	Detected but not quantified	Less than minimum reporting limit	0.0	220.0	Less than minimum reporting limit
216.0	Less than minimum reporting limit	Less than minimum reporting limit	100.0	Estimated value	Less than minimum reporting limit		Less than minimum reporting limit	Less than minimum reporting limit	0.0	50.0	Less than minimum reporting limit	100.0	Less than minimum reporting limit	100.0	Less than minimum reporting limit	BB03	Less than minimum reporting limit	Barnegat Bay	750.0	50.0	50.0	749.0	Less than minimum reporting limit	31.1	50.0	50.0	100.0	50.0	Less than minimum reporting limit	Less than minimum reporting limit	17.0	Less than minimum reporting limit		50.0	50.0	50.0	250.0	125.0	50.0	1630	Less than minimum reporting limit	100.0	50.0	Less than minimum reporting limit		22.6	Less than minimum reporting limit	Less than minimum reporting limit	50.0	50.0	50.0	97.2	Less than minimum reporting limit		100.0	500.0	18	Estimated value	28.7	Less than minimum reporting limit	Less than minimum reporting limit	273.0	50.0	Less than minimum reporting limit	Less than minimum reporting limit	50.0	90.7	Less than minimum reporting limit	50.0	50.0	110.0	Detected but not quantified	Less than minimum reporting limit		230.0	Less than minimum reporting limit	Less than minimum reporting limit	1000.0	Less than minimum reporting limit	100.0	Less than minimum reporting limit	849.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit	Detected but not quantified	48.2	500.0	0.0	Less than minimum reporting limit	50.0	Less than minimum reporting limit		Detected but not quantified	50.0	50.0			Less than minimum reporting limit	50.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit		150.0	500.0	47.1	Estimated value	7/31/13	50.0	50.0		Less than minimum reporting limit	0.0	150.0	Less than minimum reporting limit
460.0	Less than minimum reporting limit	Less than minimum reporting limit	92.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	46.0	46.0	Less than minimum reporting limit	92.0	Less than minimum reporting limit	92.0	Less than minimum reporting limit	BB05A	Less than minimum reporting limit	Barnegat Bay	690.0	46.0	46.0	330.0	Less than minimum reporting limit	0.0	46.0	46.0	92.0	46.0	Less than minimum reporting limit	Less than minimum reporting limit	46.0	Less than minimum reporting limit	Less than minimum reporting limit	46.0	46.0	46.0	230.0	230.0	46.0	1030	Less than minimum reporting limit	92.0	46.0	Less than minimum reporting limit	Less than minimum reporting limit	46.0	Less than minimum reporting limit	Less than minimum reporting limit	46.0	46.0	46.0	46.0	Less than minimum reporting limit	Less than minimum reporting limit	92.0	460.0	19	Less than minimum reporting limit	0.0	Less than minimum reporting limit	Less than minimum reporting limit	230.0	46.0	Less than minimum reporting limit	Less than minimum reporting limit	46.0	38.9	Less than minimum reporting limit	46.0	46.0	46.0	Less than minimum reporting limit	Less than minimum reporting limit	Detected but not quantified	76.0	Less than minimum reporting limit	Less than minimum reporting limit	920.0	Less than minimum reporting limit	92.0	Less than minimum reporting limit	319.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit	Detected but not quantified	140.0	460.0	0.0	Less than minimum reporting limit	46.0	Less than minimum reporting limit	Detected but not quantified	Less than minimum reporting limit	46.0	46.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	46.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit		140.0	460.0	46.0	Less than minimum reporting limit	7/31/13	46.0	46.0	Less than minimum reporting limit	Less than minimum reporting limit	46.0	140.0	Less than minimum reporting limit
590.0	Less than minimum reporting limit	Less than minimum reporting limit	0.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	0.0	59.0	Less than minimum reporting limit	120.0	Less than minimum reporting limit	120.0	Less than minimum reporting limit	BB06	Less than minimum reporting limit	Barnegat Bay	890.0	59.0	59.0	340.0	Less than minimum reporting limit	59.0	59.0	59.0	120.0	59.0	Less than minimum reporting limit	Detected but not quantified	59.0	Less than minimum reporting limit	Less than minimum reporting limit	59.0	59.0	59.0	300.0	11.6	59.0	930	Less than minimum reporting limit	120.0	59.0	Less than minimum reporting limit		59.0	Less than minimum reporting limit	Less than minimum reporting limit	59.0	59.0	59.0	59.0	Less than minimum reporting limit	Less than minimum reporting limit	120.0	590.0	20	Less than minimum reporting limit	0.0	Less than minimum reporting limit	Less than minimum reporting limit	300.0	59.0	Less than minimum reporting limit	Less than minimum reporting limit	59.0	34.3	Less than minimum reporting limit	59.0	59.0	59.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	70.0	Less than minimum reporting limit	Less than minimum reporting limit	1200.0	Less than minimum reporting limit	120.0	Less than minimum reporting limit	590.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Detected but not quantified	180.0	590.0	0.0	Less than minimum reporting limit	59.0	Less than minimum reporting limit	Detected but not quantified	Detected but not quantified	59.0	59.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	59.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit		180.0	590.0	59.0	Less than minimum reporting limit	7/31/13	59.0	59.0	Less than minimum reporting limit	Less than minimum reporting limit	59.0	180.0	Less than minimum reporting limit
600.0	Less than minimum reporting limit	Less than minimum reporting limit	120.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	0.0	60.0	Less than minimum reporting limit	120.0	Less than minimum reporting limit	120.0	Less than minimum reporting limit	BB07A	Less than minimum reporting limit	Barnegat Bay	890.0	60.0	60.0	907.0	Less than minimum reporting limit	14.8	60.0	60.0	120.0	60.0	Less than minimum reporting limit	Less than minimum reporting limit	17.0	Less than minimum reporting limit		60.0	60.0	60.0	300.0	139.0	60.0	1200	Less than minimum reporting limit	120.0	60.0	Less than minimum reporting limit		18.8	Less than minimum reporting limit	Less than minimum reporting limit	60.0	60.0	60.0	45.7	Less than minimum reporting limit		120.0	600.0	21	Less than minimum reporting limit	21.5	Less than minimum reporting limit	Less than minimum reporting limit	300.0	60.0	Less than minimum reporting limit	Less than minimum reporting limit	60.0	92.3	Less than minimum reporting limit	60.0	60.0	44.2	Detected but not quantified	Less than minimum reporting limit		130.0	Less than minimum reporting limit	Less than minimum reporting limit	1200.0	Less than minimum reporting limit	120.0	Less than minimum reporting limit	597.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit	Detected but not quantified	180.0	600.0	0.0	Less than minimum reporting limit	60.0	Less than minimum reporting limit		Detected but not quantified	60.0	60.0			Less than minimum reporting limit	60.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit		180.0	600.0	27.3	Less than minimum reporting limit	7/31/13	60.0	60.0		Less than minimum reporting limit	0.0	180.0	Less than minimum reporting limit
340.0	Less than minimum reporting limit	Less than minimum reporting limit	67.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	0.0	34.0	Less than minimum reporting limit	67.0	Less than minimum reporting limit	67.0	Less than minimum reporting limit	BB09	Less than minimum reporting limit	Barnegat Bay	500.0	34.0	34.0	622.0	Less than minimum reporting limit	10.2	34.0	34.0	67.0	34.0	Less than minimum reporting limit	Less than minimum reporting limit	0.0	Less than minimum reporting limit		34.0	34.0	34.0	170.0	79.2	34.0	1530	Less than minimum reporting limit	67.0	34.0	Less than minimum reporting limit		13.9	Less than minimum reporting limit	Less than minimum reporting limit	34.0	34.0	34.0	15.4	Less than minimum reporting limit		67.0	340.0	22	Estimated value	0.0	Less than minimum reporting limit	Less than minimum reporting limit	170.0	34.0	Less than minimum reporting limit	Less than minimum reporting limit	34.0	36.0	Less than minimum reporting limit	34.0	34.0	15.7	Detected but not quantified	Less than minimum reporting limit		79.0	Less than minimum reporting limit	Less than minimum reporting limit	670.0	Less than minimum reporting limit	67.0	Less than minimum reporting limit	410.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit	Detected but not quantified	18.7	340.0	0.0	Less than minimum reporting limit	34.0	Less than minimum reporting limit	Detected but not quantified	Detected but not quantified	34.0	34.0			Less than minimum reporting limit	34.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit		100.0	340.0	11.2	Less than minimum reporting limit	7/30/13	34.0	34.0	Detected but not quantified	Less than minimum reporting limit	0.0	100.0	Less than minimum reporting limit
