beta-Stigmastanol	Isopropylbenzene Qualifier	Isoborneol Qualifier	N,N-diethyl-meta-toluamide (DEET)	Cholesterol Qualifier	Naphthalene Qualifier	Diethyhexylphthalate Qualifier	Prometon Qualifier	Bromacil Qualifier	Isophorone	Diazinon	Tributyl phosphate (TBP) Qualifier	Isoquinoline	Isoquinoline Qualifier	Tris (2-chloro-ethyl) phosphate (TCEP)	Nonylphenol mono_ethoxylate (NP1EO) Qualifier	Site code	Tris (2-chloro-ethyl) phosphate (TCEP) Qualifier	Region	para-Nonylphenol	Octylphenol diethoxylate (OP2EO)	4-Cumylphenol	Cholesterol	Diazinon Qualifier	Anthra_quinone	Benzophenone	Isoborneol	Diethylphthalate	4-n-Octylphenol	Tris (2-butoxy-ethyl) phosphate (TBEP) Qualifier	N,N-diethyl-meta-toluamide (DEET) Qualifier	Anthracene	Octylphenol mono_ethoxylate (OP1EO) Qualifier	2,6-Dimethylnaphthalene Qualifier	Menthol	Bisphenol A	4-tert-Octylphenol	Octylphenol mono_ethoxylate (OP1EO)	para-Cresol	1-Methylnaphthalene	Sample time	Octylphenol diethoxylate (OP2EO) Qualifier	Atrazine	Prometon	Benzophenone Qualifier	para-Cresol Qualifier	2,6-Dimethylnaphthalene	2-Methylnaphthalene Qualifier	Carbazole Qualifier	Metolachlor	Triclosan	Naphthalene	Pyrene	d-Limonene Qualifier	Fluoranthene Qualifier	Isopropylbenzene	Nonylphenol mono_ethoxylate (NP1EO)	Map location number	Acetophenone Qualifier	Benzo[a]pyrene	3-tert-butyl-4-hydroxyanisole Qualifier	4-n-Octylphenol Qualifier	Diethyhexylphthalate	d-Limonene	4-tert-Octylphenol Qualifier	Triclosan Qualifier	Galaxolide (HHCB)	Indole	Menthol Qualifier	Tonalide (AHTN)	Carbazole	Fluoranthene	1,4- Dichlorobenzene Qualifier	Nonylphenol diethoxylate (NP2EO) Qualifier	Anthra_quinone Qualifier	Phenol	Bisphenol A Qualifier	para-Nonylphenol Qualifier	Nonylphenol diethoxylate (NP2EO)	Phenol Qualifier	Tris (dichloro-isopropyl) phosphate (TDCP)	Tonalide (AHTN) Qualifier	beta-Sitosterol	beta-Sitosterol Qualifier	Camphor Qualifier	Diethylphthalate Qualifier	3-methyl-1h-Indole Qualifier	Acetophenone	Bromacil	3-methyl-1h-Indole	Tetrabromodiphenyl ether Qualifier	Triphenyl phosphate (TPP)	1-Methylnaphthalene Qualifier	Benzo[a]pyrene Qualifier	Isophorone Qualifier	2-Methylnaphthalene	Tributyl phosphate (TBP)	Phenanthrene Qualifier	Pyrene Qualifier	Tris (dichloro-isopropyl) phosphate (TDCP) Qualifier	Chlorpyrifos	Metolachlor Qualifier	Galaxolide (HHCB) Qualifier	4-Cumylphenol Qualifier	Chlorpyrifos Qualifier	3-beta-Coprostanol Qualifier	Indole Qualifier	Tris (2-butoxy-ethyl) phosphate (TBEP)	3-beta-Coprostanol	Phenanthrene	beta-Stigmastanol Qualifier	Sample date	Tetrabromodiphenyl ether	Camphor	Anthracene Qualifier	Triphenyl phosphate (TPP) Qualifier	1,4- Dichlorobenzene	3-tert-butyl-4-hydroxyanisole	Atrazine Qualifier
450.0	Less than minimum reporting limit	Less than minimum reporting limit	89.0	Estimated value	Less than minimum reporting limit		Less than minimum reporting limit	Less than minimum reporting limit	0.0	45.0	Less than minimum reporting limit	89.0	Less than minimum reporting limit	89.0	Less than minimum reporting limit	RB462	Less than minimum reporting limit	Lower Harbor/Raritan Bay	670.0	45.0	45.0	540.0	Less than minimum reporting limit	10.7	45.0	45.0	89.0	45.0	Less than minimum reporting limit	Less than minimum reporting limit	45.0	Less than minimum reporting limit	Detected but not quantified	45.0		45.0	220.0	220.0	45.0	1220	Less than minimum reporting limit	89.0	45.0	Less than minimum reporting limit	Less than minimum reporting limit	0.0	Less than minimum reporting limit	Less than minimum reporting limit	45.0	45.0	45.0	26.7	Less than minimum reporting limit		89.0	450.0	62	Less than minimum reporting limit	16.4	Missing data	Less than minimum reporting limit	174.0	45.0	Less than minimum reporting limit	Less than minimum reporting limit	45.0	59.4	Less than minimum reporting limit	45.0	45.0	23.8	Less than minimum reporting limit	Less than minimum reporting limit		60.0	Missing data	Less than minimum reporting limit	89.0	Less than minimum reporting limit	89.0	Less than minimum reporting limit	520.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Detected but not quantified	130.0	450.0	0.0	Less than minimum reporting limit	45.0	Less than minimum reporting limit		Detected but not quantified	45.0	45.0			Less than minimum reporting limit	45.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit		130.0	450.0	10.6	Less than minimum reporting limit	9/25/13	45.0	45.0	Less than minimum reporting limit	Less than minimum reporting limit	45.0		Less than minimum reporting limit
456.0	Less than minimum reporting limit	Less than minimum reporting limit	99.0	Estimated value			Less than minimum reporting limit	Less than minimum reporting limit	50.0	50.0	Less than minimum reporting limit	99.0	Less than minimum reporting limit	99.0	Estimated value	NB405	Less than minimum reporting limit	Newark Bay	1920.0	50.0	50.0	905.0	Less than minimum reporting limit	256.0	36.7	50.0	99.0	50.0	Less than minimum reporting limit	Less than minimum reporting limit	430.0	Less than minimum reporting limit		50.0	338.0	45.6	250.0	264.0	109.0	1040	Less than minimum reporting limit	99.0	50.0	Estimated value		103.0			50.0	22.6	362.0	2320.0	Less than minimum reporting limit	Estimated value	99.0	348.0	67	Estimated value	902.0	Less than minimum reporting limit	Less than minimum reporting limit	776.0	50.0			81.0	150.0	Less than minimum reporting limit	19.7	104.0	2270.0	Estimated value	Less than minimum reporting limit		130.0	Estimated value	Estimated value	990.0	Less than minimum reporting limit	99.0		1690.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit		102.0	500.0	25.8	Less than minimum reporting limit	50.0			Less than minimum reporting limit	198.0	50.0		Estimated value	Less than minimum reporting limit	50.0	Less than minimum reporting limit		Less than minimum reporting limit	Less than minimum reporting limit	Estimated value		150.0	541.0	1090.0	Estimated value	7/16/13	50.0	50.0		Less than minimum reporting limit	144.0	150.0	Less than minimum reporting limit
655.0	Less than minimum reporting limit	Less than minimum reporting limit	150.0	Estimated value			Less than minimum reporting limit	Less than minimum reporting limit	22.5	75.0	Less than minimum reporting limit	150.0	Less than minimum reporting limit	150.0	Estimated value	NB413	Less than minimum reporting limit	Newark Bay	835.0	75.0	75.0	2240.0	Less than minimum reporting limit	172.0	43.1	75.0	150.0	75.0	Less than minimum reporting limit	Less than minimum reporting limit	342.0	Less than minimum reporting limit		75.0	134.0	41.2	380.0	351.0	69.7	1230	Less than minimum reporting limit	150.0	75.0			174.0			75.0	38.1	299.0	1000.0	Less than minimum reporting limit		150.0	798.0	72	Estimated value	568.0	Less than minimum reporting limit	Less than minimum reporting limit	842.0	75.0			82.3	486.0	Less than minimum reporting limit	14.2	66.4	990.0	Estimated value	Less than minimum reporting limit		130.0	Estimated value	Estimated value	1500.0	Less than minimum reporting limit	150.0		1990.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit		90.9	750.0	31.9	Less than minimum reporting limit	75.0			Estimated value	162.0	75.0			Less than minimum reporting limit	75.0	Less than minimum reporting limit		Less than minimum reporting limit	Less than minimum reporting limit	Estimated value		230.0	1890.0	551.0	Estimated value	7/15/13	75.0	75.0		Less than minimum reporting limit	60.6	230.0	Less than minimum reporting limit
377.0	Less than minimum reporting limit	Less than minimum reporting limit	80.0	Estimated value			Less than minimum reporting limit	Less than minimum reporting limit	0.0	40.0	Less than minimum reporting limit	80.0	Less than minimum reporting limit	80.0	Less than minimum reporting limit	NB418	Less than minimum reporting limit	Newark Bay	600.0	40.0	40.0	1800.0	Less than minimum reporting limit	108.0	40.0	40.0	80.0	40.0	Missing data	Less than minimum reporting limit	4780.0	Less than minimum reporting limit		40.0	40.0	0.0	200.0	50.4	22.8	950	Less than minimum reporting limit	80.0	40.0	Less than minimum reporting limit		55.9		Estimated value	40.0	40.0	145.0	740.0	Less than minimum reporting limit		80.0	400.0	75	Less than minimum reporting limit	206.0	Missing data	Less than minimum reporting limit	200.0	40.0	Detected but not quantified	Less than minimum reporting limit	11.0	102.0	Less than minimum reporting limit	40.0	1930.0	931.0	Estimated value	Less than minimum reporting limit		100.0	Less than minimum reporting limit	Less than minimum reporting limit	800.0	Less than minimum reporting limit		Less than minimum reporting limit	641.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit		120.0	400.0	12.5	Less than minimum reporting limit	40.0			Detected but not quantified	159.0	40.0			Missing data	40.0	Less than minimum reporting limit		Less than minimum reporting limit	Less than minimum reporting limit	Estimated value			852.0	1490.0	Estimated value	8/12/13	40.0	40.0	Estimated value	Less than minimum reporting limit	11.9		Less than minimum reporting limit
957.0	Less than minimum reporting limit	Less than minimum reporting limit	180.0	Estimated value	Less than minimum reporting limit		Less than minimum reporting limit	Less than minimum reporting limit	0.0	90.0	Less than minimum reporting limit	180.0	Less than minimum reporting limit	180.0	Estimated value	NB424	Less than minimum reporting limit	Newark Bay	1060.0	90.0	90.0	2000.0	Less than minimum reporting limit	130.0	90.0	90.0	180.0	90.0	Less than minimum reporting limit	Less than minimum reporting limit	132.0	Less than minimum reporting limit		90.0	47.7	58.1	450.0	138.0	30.2	1400	Less than minimum reporting limit	180.0	90.0	Less than minimum reporting limit		72.0			90.0	90.0	120.0	471.0	Less than minimum reporting limit		180.0	802.0	78	Less than minimum reporting limit	270.0	Less than minimum reporting limit	Less than minimum reporting limit	753.0	90.0		Less than minimum reporting limit	71.7	308.0	Less than minimum reporting limit	16.0	35.7	423.0	Estimated value	Less than minimum reporting limit		140.0	Estimated value	Estimated value	1800.0	Less than minimum reporting limit	180.0		1600.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit		270.0	900.0	20.1	Less than minimum reporting limit	90.0			Detected but not quantified	74.7	90.0			Less than minimum reporting limit	90.0	Less than minimum reporting limit		Less than minimum reporting limit	Less than minimum reporting limit	Estimated value		270.0	2190.0	176.0	Estimated value	8/14/13	90.0	90.0		Less than minimum reporting limit	49.4	270.0	Less than minimum reporting limit
1120.0	Less than minimum reporting limit	Less than minimum reporting limit	240.0	Estimated value			Less than minimum reporting limit	Less than minimum reporting limit	0.0	120.0	Less than minimum reporting limit	240.0	Less than minimum reporting limit	240.0	Less than minimum reporting limit	NB427	Less than minimum reporting limit	Newark Bay	1800.0	120.0	120.0	2900.0	Less than minimum reporting limit	199.0	120.0	120.0	240.0	120.0	Less than minimum reporting limit	Less than minimum reporting limit	796.0	Less than minimum reporting limit		120.0	120.0	34.5	590.0	286.0	76.8	945	Less than minimum reporting limit	240.0	120.0	Less than minimum reporting limit		83.4			120.0	120.0	560.0	3100.0	Less than minimum reporting limit		240.0	1200.0	81	Less than minimum reporting limit	1540.0	Less than minimum reporting limit	Less than minimum reporting limit	792.0	120.0		Less than minimum reporting limit	48.0	385.0	Less than minimum reporting limit	8.92	87.4	3510.0	Estimated value	Less than minimum reporting limit		230.0	Less than minimum reporting limit	Less than minimum reporting limit	2400.0	Less than minimum reporting limit	240.0		1900.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit		360.0	1200.0	30.6	Less than minimum reporting limit	120.0			Detected but not quantified	144.0	120.0			Less than minimum reporting limit	120.0	Less than minimum reporting limit		Less than minimum reporting limit	Less than minimum reporting limit	Estimated value		360.0	1790.0	1130.0	Estimated value	7/2/13	120.0	120.0		Less than minimum reporting limit	69.6	120.0	Less than minimum reporting limit
924.0	Less than minimum reporting limit	Less than minimum reporting limit	110.0	Estimated value			Less than minimum reporting limit	Less than minimum reporting limit	0.0	55.0	Less than minimum reporting limit	110.0	Less than minimum reporting limit	110.0	Less than minimum reporting limit	NB429	Less than minimum reporting limit	Newark Bay	436.0	55.0	55.0	3190.0	Less than minimum reporting limit	1420.0	55.0	55.0	110.0	55.0	Missing data	Less than minimum reporting limit	275.0	Less than minimum reporting limit		55.0	55.0	18.8	280.0	228.0	104.0	1446	Less than minimum reporting limit	110.0	55.0	Less than minimum reporting limit		124.0			55.0	55.0	121.0	3590.0	Less than minimum reporting limit	Estimated value	110.0	550.0	82	Less than minimum reporting limit	337.0	Less than minimum reporting limit	Less than minimum reporting limit	363.0	55.0		Less than minimum reporting limit	21.8	450.0	Less than minimum reporting limit	4.17	450.0	4650.0	Estimated value	Less than minimum reporting limit		180.0	Less than minimum reporting limit	Estimated value	1100.0	Less than minimum reporting limit			1260.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit		170.0	550.0	38.4	Less than minimum reporting limit	55.0			Detected but not quantified	135.0	55.0	Estimated value	Estimated value	Missing data	55.0	Less than minimum reporting limit		Less than minimum reporting limit	Less than minimum reporting limit	Estimated value			567.0	4270.0	Estimated value	9/3/13	55.0	55.0		Less than minimum reporting limit	18.4	360.0	Less than minimum reporting limit
390.0	Less than minimum reporting limit	Less than minimum reporting limit	200.0	Estimated value			Less than minimum reporting limit	Less than minimum reporting limit	0.0	100.0	Less than minimum reporting limit	200.0	Less than minimum reporting limit	200.0	Estimated value	NB431	Less than minimum reporting limit	Newark Bay	1500.0	100.0	100.0	1430.0	Less than minimum reporting limit	118.0	100.0	100.0	200.0	100.0	Less than minimum reporting limit	Less than minimum reporting limit	197.0	Less than minimum reporting limit		100.0	30.8	18.5	510.0	111.0	44.5	920	Less than minimum reporting limit	200.0	100.0	Less than minimum reporting limit		103.0			100.0	100.0	230.0	740.0	Less than minimum reporting limit		200.0	330.0	84	Less than minimum reporting limit	367.0	Less than minimum reporting limit	Less than minimum reporting limit	398.0	100.0		Less than minimum reporting limit	35.0	207.0	Less than minimum reporting limit	6.37	39.5	639.0	Estimated value	Less than minimum reporting limit		100.0	Estimated value	Less than minimum reporting limit	2000.0	Less than minimum reporting limit	200.0		1050.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit		310.0	1000.0	13.0	Less than minimum reporting limit	100.0			Detected but not quantified	106.0	100.0			Less than minimum reporting limit	100.0	Less than minimum reporting limit		Less than minimum reporting limit	Less than minimum reporting limit	Estimated value		310.0	616.0	299.0	Estimated value	7/10/13	100.0	100.0		Less than minimum reporting limit	52.7	170.0	Less than minimum reporting limit
1180.0	Less than minimum reporting limit	Less than minimum reporting limit	150.0	Estimated value			Less than minimum reporting limit	Less than minimum reporting limit	77.0	77.0	Less than minimum reporting limit	150.0	Less than minimum reporting limit	150.0	Less than minimum reporting limit	NB450	Less than minimum reporting limit	Newark Bay	837.0	77.0	77.0	3580.0	Less than minimum reporting limit	387.0	77.0	77.0	150.0	77.0	Less than minimum reporting limit	Less than minimum reporting limit	550.0	Less than minimum reporting limit		77.0	157.0	31.3	380.0	245.0	104.0	1035	Less than minimum reporting limit	150.0	77.0	Less than minimum reporting limit		102.0			77.0	77.0	419.0	2700.0	Less than minimum reporting limit		150.0	770.0	85	Estimated value	1130.0	Less than minimum reporting limit	Less than minimum reporting limit	1940.0	77.0		Less than minimum reporting limit	71.0	393.0	Less than minimum reporting limit	9.45	198.0	2870.0	Estimated value	Less than minimum reporting limit		300.0	Estimated value	Estimated value	1500.0	Less than minimum reporting limit	150.0		4320.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit		85.4	770.0	31.8	Less than minimum reporting limit	20.8			Less than minimum reporting limit	216.0	77.0			Less than minimum reporting limit	77.0	Less than minimum reporting limit		Less than minimum reporting limit	Less than minimum reporting limit	Estimated value		230.0	2420.0	1240.0	Estimated value	9/13/13	77.0	77.0		Estimated value	154.0	310.0	Less than minimum reporting limit
677.0	Less than minimum reporting limit	Less than minimum reporting limit	240.0	Estimated value			Less than minimum reporting limit	Less than minimum reporting limit	0.0	120.0	Less than minimum reporting limit	240.0	Less than minimum reporting limit	240.0	Less than minimum reporting limit	NB461	Less than minimum reporting limit	Newark Bay	654.0	120.0	120.0	3010.0	Less than minimum reporting limit	168.0	120.0	120.0	240.0	120.0	Less than minimum reporting limit	Less than minimum reporting limit	175.0	Less than minimum reporting limit		120.0	38.8	33.3	610.0	145.0	46.8	1226	Less than minimum reporting limit	240.0	120.0	Less than minimum reporting limit		152.0			120.0	120.0	206.0	750.0	Less than minimum reporting limit		240.0	1200.0	92	Less than minimum reporting limit	324.0	Less than minimum reporting limit	Less than minimum reporting limit	691.0	120.0		Less than minimum reporting limit	55.0	343.0	Less than minimum reporting limit	12.6	47.1	653.0	Estimated value	Less than minimum reporting limit		120.0	Estimated value	Estimated value	2400.0	Less than minimum reporting limit	240.0		1600.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit		370.0	1200.0	17.7	Less than minimum reporting limit	120.0			Detected but not quantified	113.0	120.0			Less than minimum reporting limit	120.0	Less than minimum reporting limit		Less than minimum reporting limit	Less than minimum reporting limit	Estimated value		370.0	1040.0	286.0	Estimated value	8/15/13	120.0	120.0		Less than minimum reporting limit	64.5	230.0	Less than minimum reporting limit
2300.0	Less than minimum reporting limit	Less than minimum reporting limit	460.0	Estimated value	Less than minimum reporting limit		Less than minimum reporting limit	Less than minimum reporting limit	23.1	230.0	Less than minimum reporting limit	460.0	Less than minimum reporting limit	460.0	Less than minimum reporting limit	UH401	Less than minimum reporting limit	Upper Harbor	1700.0	230.0	230.0	6530.0	Less than minimum reporting limit	178.0	230.0	230.0	460.0	230.0	Less than minimum reporting limit	Less than minimum reporting limit	300.0	Less than minimum reporting limit		230.0	31.2	72.4	1200.0	933.0	230.0	904	Less than minimum reporting limit	460.0	230.0	Less than minimum reporting limit		180.0			230.0	230.0	260.0	812.0	Less than minimum reporting limit		460.0	2320.0	94	Less than minimum reporting limit	474.0	Less than minimum reporting limit	Less than minimum reporting limit	1230.0	230.0		Less than minimum reporting limit	46.4	768.0	Less than minimum reporting limit	12.8	43.0	683.0	Estimated value	Less than minimum reporting limit		390.0	Estimated value	Estimated value	4600.0	Less than minimum reporting limit	460.0		3600.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit		690.0	2300.0	73.1	Less than minimum reporting limit	230.0	Less than minimum reporting limit		Estimated value	188.0	230.0			Less than minimum reporting limit	230.0	Less than minimum reporting limit		Less than minimum reporting limit	Less than minimum reporting limit	Estimated value		690.0	4960.0	365.0	Less than minimum reporting limit	6/27/13	230.0	230.0		Less than minimum reporting limit	35.8	690.0	Less than minimum reporting limit
1130.0	Less than minimum reporting limit	Less than minimum reporting limit	230.0	Estimated value		Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	120.0	120.0	Less than minimum reporting limit	230.0	Less than minimum reporting limit	230.0	Less than minimum reporting limit	UH402	Less than minimum reporting limit	Upper Harbor	1700.0	120.0	120.0	1600.0	Less than minimum reporting limit	136.0	120.0	120.0	230.0	120.0	Less than minimum reporting limit	Less than minimum reporting limit	568.0	Less than minimum reporting limit		120.0	120.0	120.0	580.0	298.0	102.0	933	Less than minimum reporting limit	230.0	120.0	Less than minimum reporting limit		155.0			120.0	120.0	404.0	1620.0	Less than minimum reporting limit		230.0	1170.0	95	Less than minimum reporting limit	887.0	Less than minimum reporting limit	Less than minimum reporting limit	580.0	120.0	Less than minimum reporting limit	Less than minimum reporting limit	120.0	243.0	Less than minimum reporting limit	120.0	38.6	1280.0	Estimated value	Less than minimum reporting limit		190.0	Less than minimum reporting limit	Less than minimum reporting limit	2300.0	Less than minimum reporting limit	230.0	Less than minimum reporting limit	1200.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit		350.0	1200.0	31.3	Less than minimum reporting limit	120.0			Less than minimum reporting limit	306.0	120.0			Less than minimum reporting limit	120.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit		350.0	1200.0	494.0	Estimated value	7/8/13	120.0	120.0		Less than minimum reporting limit	16.8	350.0	Less than minimum reporting limit
319.0	Less than minimum reporting limit	Less than minimum reporting limit	120.0	Estimated value		Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	58.0	58.0	Less than minimum reporting limit	120.0	Less than minimum reporting limit	120.0	Less than minimum reporting limit	UH412	Less than minimum reporting limit	Upper Harbor	860.0	58.0	58.0	1610.0	Less than minimum reporting limit	105.0	58.0	58.0	120.0	58.0	Less than minimum reporting limit	Less than minimum reporting limit	603.0	Less than minimum reporting limit		58.0	58.0	0.0	290.0	122.0	201.0	1225	Less than minimum reporting limit	120.0	58.0	Less than minimum reporting limit		110.0			58.0	58.0	830.0	2300.0	Less than minimum reporting limit		120.0	580.0	100	Less than minimum reporting limit	1190.0	Less than minimum reporting limit	Less than minimum reporting limit	290.0	58.0	Detected but not quantified	Less than minimum reporting limit	0.0	119.0	Less than minimum reporting limit	58.0	44.1	1690.0	Estimated value	Less than minimum reporting limit		58.0	Less than minimum reporting limit	Less than minimum reporting limit	1200.0	Less than minimum reporting limit	120.0	Less than minimum reporting limit	499.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit		170.0	580.0	11.8	Less than minimum reporting limit	58.0			Less than minimum reporting limit	477.0	58.0			Less than minimum reporting limit	58.0	Less than minimum reporting limit	Detected but not quantified	Less than minimum reporting limit	Less than minimum reporting limit	Estimated value		170.0	669.0	900.0	Estimated value	9/11/13	58.0	58.0		Less than minimum reporting limit	31.6	170.0	Less than minimum reporting limit
785.0	Less than minimum reporting limit	Less than minimum reporting limit	130.0	Estimated value			Less than minimum reporting limit	Less than minimum reporting limit	0.0	63.0	Less than minimum reporting limit	130.0	Less than minimum reporting limit	130.0	Less than minimum reporting limit	UH413	Less than minimum reporting limit	Upper Harbor	483.0	63.0	63.0	1940.0	Less than minimum reporting limit	98.4	63.0	63.0	130.0	63.0	Missing data	Less than minimum reporting limit	262.0	Less than minimum reporting limit		63.0	63.0	11.8	320.0	249.0	32.8	1300	Less than minimum reporting limit	130.0	63.0	Less than minimum reporting limit		46.2			63.0	63.0	150.0	886.0	Less than minimum reporting limit		130.0	630.0	101	Estimated value	289.0	Less than minimum reporting limit	Less than minimum reporting limit	328.0	63.0		Less than minimum reporting limit	19.1	264.0	Less than minimum reporting limit	0.0	37.9	919.0	Estimated value	Less than minimum reporting limit		270.0	Less than minimum reporting limit	Estimated value	1300.0	Less than minimum reporting limit		Detected but not quantified	1270.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit		39.1	630.0	37.2	Less than minimum reporting limit	63.0			Detected but not quantified	73.0	63.0			Missing data	63.0	Less than minimum reporting limit		Less than minimum reporting limit	Less than minimum reporting limit	Estimated value			1600.0	473.0	Estimated value	8/29/13	63.0	63.0		Less than minimum reporting limit	19.7	190.0	Less than minimum reporting limit
940.0	Less than minimum reporting limit	Less than minimum reporting limit	370.0	Estimated value			Less than minimum reporting limit	Less than minimum reporting limit	0.0	180.0	Less than minimum reporting limit	370.0	Less than minimum reporting limit	370.0	Less than minimum reporting limit	UH461	Less than minimum reporting limit	Upper Harbor	2700.0	180.0	180.0	3770.0	Less than minimum reporting limit	116.0	180.0	180.0	370.0	180.0	Less than minimum reporting limit	Less than minimum reporting limit	124.0	Less than minimum reporting limit		180.0	180.0	11.0	910.0	109.0	33.4	1243	Less than minimum reporting limit	370.0	180.0	Less than minimum reporting limit		69.0			180.0	180.0	116.0	440.0	Less than minimum reporting limit		370.0	1800.0	110	Less than minimum reporting limit	218.0	Less than minimum reporting limit	Less than minimum reporting limit	554.0	180.0		Less than minimum reporting limit	26.0	264.0	Less than minimum reporting limit	5.21	27.8	425.0	Estimated value	Less than minimum reporting limit		290.0	Less than minimum reporting limit	Less than minimum reporting limit	3700.0	Less than minimum reporting limit	370.0		2550.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit		550.0	1800.0	41.1	Less than minimum reporting limit	180.0			Detected but not quantified	71.2	180.0			Less than minimum reporting limit	180.0	Less than minimum reporting limit		Less than minimum reporting limit	Less than minimum reporting limit	Estimated value		550.0	1570.0	212.0	Estimated value	9/9/13	180.0	180.0		Less than minimum reporting limit	19.0	370.0	Less than minimum reporting limit
2170.0	Less than minimum reporting limit	Less than minimum reporting limit	360.0	Estimated value		Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	27.3	180.0	Less than minimum reporting limit	360.0	Less than minimum reporting limit	360.0	Less than minimum reporting limit	UH463	Less than minimum reporting limit	Upper Harbor	1380.0	180.0	180.0	6160.0	Less than minimum reporting limit	306.0	180.0	180.0	360.0	180.0	Missing data	Less than minimum reporting limit	932.0	Less than minimum reporting limit		180.0	180.0	52.3	890.0	794.0	174.0	1320	Less than minimum reporting limit	360.0	180.0	Less than minimum reporting limit		294.0			180.0	180.0	530.0	2800.0	Less than minimum reporting limit		360.0	1800.0	111	Estimated value	1240.0	Less than minimum reporting limit	Less than minimum reporting limit	890.0	180.0		Less than minimum reporting limit	33.0	1280.0	Less than minimum reporting limit	31.2	88.0	2290.0	Estimated value	Less than minimum reporting limit		1280.0	Less than minimum reporting limit	Estimated value	3600.0	Estimated value			4160.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit		175.0	1800.0	117.0	Less than minimum reporting limit	5860.0			Estimated value	468.0	180.0			Missing data	180.0	Less than minimum reporting limit		Less than minimum reporting limit	Less than minimum reporting limit	Estimated value			2250.0	1210.0	Estimated value	7/9/13	180.0	180.0		Estimated value	28.8	550.0	Less than minimum reporting limit
440.0	Less than minimum reporting limit	Less than minimum reporting limit	87.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	0.0	44.0	Less than minimum reporting limit	87.0	Less than minimum reporting limit	87.0	Less than minimum reporting limit	JB401	Less than minimum reporting limit	Jamaica Bay	650.0	44.0	44.0	669.0	Less than minimum reporting limit	44.0	44.0	44.0	87.0	44.0	Missing data	Less than minimum reporting limit	0.0	Less than minimum reporting limit	Less than minimum reporting limit	44.0	44.0	44.0	220.0	11.4	44.0	1042	Less than minimum reporting limit	87.0	44.0	Less than minimum reporting limit		44.0	Less than minimum reporting limit	Less than minimum reporting limit	44.0	44.0	44.0	0.0	Less than minimum reporting limit	Detected but not quantified	87.0	440.0	116	Less than minimum reporting limit	0.0	Less than minimum reporting limit	Less than minimum reporting limit	220.0	44.0	Less than minimum reporting limit	Less than minimum reporting limit	44.0	84.8	Less than minimum reporting limit	44.0	44.0	0.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	120.0	Less than minimum reporting limit	Less than minimum reporting limit	870.0	Less than minimum reporting limit		Less than minimum reporting limit	440.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Detected but not quantified	130.0	440.0	0.0	Less than minimum reporting limit	44.0	Less than minimum reporting limit	Detected but not quantified	Detected but not quantified	44.0	44.0	Less than minimum reporting limit	Detected but not quantified	Missing data	44.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit			440.0	44.0	Less than minimum reporting limit	41505	44.0	44.0	Detected but not quantified	Less than minimum reporting limit	44.0	130.0	Less than minimum reporting limit
